[?1049h[22;0;0t[1;33r(B[m[4l[?7h[H[2J| 47%   67C    P2   143W / 400W |   2364MiB / 12288MiB |     27%[71GDefault |[33;104H[1;23H5[1;62H 5[33;104H[1;23H6[1;62H38[33;104H[1;23H4[1;62H27[33;104H[1;63H5[33;104H[1;23H3[1;62H 7[33;104H[1;23H5[33;104H[1;23H6[1;62H36[33;104H[1;23H4[1;62H27[33;104H[1;62H11[33;104H[1;23H6[1;62H32[33;104H[1;23H4[1;62H27[33;104H[1;63H3[33;104H[1;23H3[1;63H1[33;104H[1;62H 8[33;104H[1;23H6[33;104H[1;23H3[1;62H36[33;104H[1;62H28[33;104H[1;63H5[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H36[33;104H[1;23H5[33;104H[H| 46[1;23H3[1;62H27[33;104H[H| 47[1;63H6[33;104H[1;62H12[33;104H[H| 46[33;104H[1;23H6[1;62H28[33;104H[1;23H4[1;63H5[33;104H[1;23H3[1;63H4[33;104H[1;63H5[33;104H[1;23H2[1;62H 4[33;104H[1;23H6[1;62H37[33;104H[1;23H3[33;104H[1;62H25[33;104H[1;23H2[1;62H11[33;104H[1;23H3[33;104H[1;23H6[1;62H3[33;104H[1;23H3[1;62H27[33;104H[1;23H2[1;62H1[33;104H[1;23H5[1;62H26[33;104H[1;23H6[33;104H[1;23H4[1;63H7[33;104H[1;23H3[1;63H1[33;104H[1;23H6[1;63H0[33;104H[1;63H9[33;104H[1;23H3[1;63H7[33;104H[1;63H6[33;104H[1;10H8[1;62H10[33;104H[1;10H7[1;23H5[33;104H[1;23H4[1;62H35[33;104H[1;62H27[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H39[33;104H[1;23H4[1;62H27[33;104H[1;23H3[33;104H[1;62H 6[33;104H[1;23H5[33;104H[1;23H6[1;62H37[33;104H[1;23H4[1;62H2[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H4[1;62H 9[33;104H[1;23H5[1;62H33[33;104H[1;23H4[1;62H28[33;104H[1;23H3[1;62H14[33;104H[1;23H6[1;62H29[33;104H[1;23H5[1;63H7[33;104H[1;23H4[33;104H[33;1H[?1049l[23;0;0t[?1l>| 42%   66C    P2   143W / 400W |   2364MiB / 12288MiB |     28%      Default |
| 42%   66C    P2   145W / 400W |   2364MiB / 12288MiB |     36%      Default |
| 39%   70C    P2   257W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 39%   70C    P2   256W / 400W |   5876MiB / 12288MiB |     93%      Default |
| 39%   71C    P2   258W / 400W |   2110MiB / 12288MiB |    100%      Default |
| 40%   70C    P2   244W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 41%   71C    P2   252W / 400W |   5878MiB / 12288MiB |     92%      Default |
| 41%   71C    P2   247W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 42%   71C    P2   249W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 42%   72C    P2   255W / 400W |   2110MiB / 12288MiB |     97%      Default |
| 42%   71C    P2   249W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 42%   73C    P2   255W / 400W |  10332MiB / 12288MiB |     95%      Default |
| 42%   72C    P2   256W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 43%   72C    P2   249W / 400W |   5878MiB / 12288MiB |     91%      Default |
| 43%   72C    P2   264W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 43%   73C    P2   261W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 44%   73C    P2   258W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 44%   74C    P2   262W / 400W |   9564MiB / 12288MiB |     96%      Default |
| 44%   74C    P2   261W / 400W |   9454MiB / 12288MiB |     97%      Default |
| 45%   75C    P2   255W / 400W |   9366MiB / 12288MiB |     96%      Default |
| 45%   74C    P2   265W / 400W |   9424MiB / 12288MiB |     97%      Default |
| 45%   74C    P2   254W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 45%   74C    P2   261W / 400W |   5878MiB / 12288MiB |     92%      Default |
| 45%   74C    P2   261W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 45%   74C    P2   258W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 45%   75C    P2   245W / 400W |  10062MiB / 12288MiB |     91%      Default |
| 45%   73C    P2   265W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 46%   75C    P2   257W / 400W |  10332MiB / 12288MiB |     96%      Default |
| 46%   75C    P2   250W / 400W |  10458MiB / 12288MiB |     94%      Default |
| 46%   75C    P2   264W / 400W |   6512MiB / 12288MiB |     94%      Default |
| 46%   75C    P2   260W / 400W |   4576MiB / 12288MiB |     97%      Default |
| 46%   73C    P2   251W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 46%   75C    P2   251W / 400W |   5878MiB / 12288MiB |     93%      Default |
| 46%   74C    P2   252W / 400W |   5878MiB / 12288MiB |     94%      Default |
| 46%   76C    P2   259W / 400W |  10540MiB / 12288MiB |     96%      Default |
| 46%   75C    P2   262W / 400W |   2088MiB / 12288MiB |     97%      Default |
| 46%   74C    P2   252W / 400W |   2538MiB / 12288MiB |     97%      Default |
| 47%   76C    P2   258W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 47%   75C    P2   264W / 400W |   2066MiB / 12288MiB |     92%      Default |
| 47%   75C    P2   257W / 400W |   5878MiB / 12288MiB |     94%      Default |
| 47%   76C    P2   260W / 400W |   2064MiB / 12288MiB |     97%      Default |
| 47%   77C    P2   268W / 400W |   3368MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   272W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   261W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 47%   77C    P2   273W / 400W |   9402MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   267W / 400W |   9114MiB / 12288MiB |     96%      Default |
| 47%   77C    P2   261W / 400W |   9622MiB / 12288MiB |     96%      Default |
| 48%   75C    P2   255W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 48%   75C    P2   265W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 47%   77C    P2   253W / 400W |   9964MiB / 12288MiB |     93%      Default |
| 48%   76C    P2   265W / 400W |   2538MiB / 12288MiB |     94%      Default |
| 48%   76C    P2   253W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 48%   78C    P2   253W / 400W |  10342MiB / 12288MiB |     95%      Default |
| 48%   76C    P2   267W / 400W |   4576MiB / 12288MiB |     97%      Default |
| 48%   76C    P2   250W / 400W |   5878MiB / 12288MiB |     97%      Default |
| 48%   77C    P2   255W / 400W |   8062MiB / 12288MiB |     93%      Default |
| 48%   76C    P2   255W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 49%   76C    P2   256W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 48%   77C    P2   257W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 49%   78C    P2   260W / 400W |   6394MiB / 12288MiB |     94%      Default |
| 49%   77C    P2   259W / 400W |  10390MiB / 12288MiB |     92%      Default |
| 49%   77C    P2   265W / 400W |   2086MiB / 12288MiB |     96%      Default |
| 49%   77C    P2   264W / 400W |   4576MiB / 12288MiB |     97%      Default |
| 49%   78C    P2   260W / 400W |  10012MiB / 12288MiB |     93%      Default |
| 49%   78C    P2   274W / 400W |   9874MiB / 12288MiB |     96%      Default |
| 49%   78C    P2   276W / 400W |   9756MiB / 12288MiB |     96%      Default |
| 49%   78C    P2   271W / 400W |   9634MiB / 12288MiB |     96%      Default |
| 49%   78C    P2   270W / 400W |   9522MiB / 12288MiB |     96%      Default |
| 50%   77C    P2   266W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 50%   77C    P2   264W / 400W |   5878MiB / 12288MiB |     98%      Default |
| 50%   78C    P2   267W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 51%   78C    P2   266W / 400W |   7548MiB / 12288MiB |     96%      Default |
| 51%   77C    P2   264W / 400W |   5876MiB / 12288MiB |     97%      Default |
| 51%   78C    P2   269W / 400W |   4712MiB / 12288MiB |     97%      Default |
| 51%   77C    P2   255W / 400W |   5878MiB / 12288MiB |     91%      Default |
| 51%   77C    P2   260W / 400W |   5876MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   260W / 400W |  10234MiB / 12288MiB |     92%      Default |
| 51%   79C    P2   268W / 400W |  10354MiB / 12288MiB |     97%      Default |
| 51%   78C    P2   263W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 51%   77C    P2   262W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 51%   78C    P2   261W / 400W |   5878MiB / 12288MiB |     95%      Default |
| 51%   78C    P2   261W / 400W |   5878MiB / 12288MiB |     90%      Default |
| 51%   78C    P2   262W / 400W |   5878MiB / 12288MiB |     93%      Default |
| 51%   79C    P2   259W / 400W |   6408MiB / 12288MiB |    100%      Default |
| 51%   78C    P2   258W / 400W |   5878MiB / 12288MiB |     92%      Default |
| 51%   80C    P2   260W / 400W |  10378MiB / 12288MiB |     97%      Default |
| 51%   79C    P2   266W / 400W |   8556MiB / 12288MiB |     96%      Default |
| 51%   77C    P2   257W / 400W |   5878MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   261W / 400W |   2068MiB / 12288MiB |     96%      Default |
| 51%   80C    P2   272W / 400W |   9856MiB / 12288MiB |     96%      Default |
| 51%   80C    P2   272W / 400W |   9744MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   279W / 400W |   2132MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   272W / 400W |   2064MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   271W / 400W |   4542MiB / 12288MiB |     96%      Default |
| 51%   76C    P2   211W / 400W |   2064MiB / 12288MiB |      2%      Default |
| 51%   78C    P2   216W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   272W / 400W |   6542MiB / 12288MiB |     97%      Default |
| 52%   79C    P2   265W / 400W |   6542MiB / 12288MiB |    100%      Default |
| 52%   80C    P2   278W / 400W |  10402MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   267W / 400W |   6540MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   272W / 400W |   5240MiB / 12288MiB |     99%      Default |
| 52%   78C    P2   270W / 400W |   6540MiB / 12288MiB |     97%      Default |
| 52%   80C    P2   264W / 400W |   9942MiB / 12288MiB |     97%      Default |
| 52%   79C    P2   266W / 400W |   6542MiB / 12288MiB |     98%      Default |
| 52%   80C    P2   267W / 400W |  11204MiB / 12288MiB |     95%      Default |
| 52%   80C    P2   267W / 400W |   2732MiB / 12288MiB |     95%      Default |
| 52%   79C    P2   267W / 400W |   5240MiB / 12288MiB |     94%      Default |
| 52%   79C    P2   260W / 400W |  10006MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   269W / 400W |  10466MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   264W / 400W |   2774MiB / 12288MiB |     99%      Default |
| 53%   81C    P2   271W / 400W |  10250MiB / 12288MiB |    100%      Default |
| 53%   80C    P2   276W / 400W |  10132MiB / 12288MiB |     99%      Default |
| 53%   81C    P2   272W / 400W |  10030MiB / 12288MiB |     99%      Default |
| 53%   81C    P2   274W / 400W |  10118MiB / 12288MiB |     96%      Default |
| 53%   80C    P2   271W / 400W |  10228MiB / 12288MiB |     97%      Default |
| 53%   79C    P2   263W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   271W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 54%   79C    P2   269W / 400W |   6540MiB / 12288MiB |     99%      Default |
| 54%   80C    P2   269W / 400W |  10656MiB / 12288MiB |     97%      Default |
| 54%   80C    P2   260W / 400W |   2730MiB / 12288MiB |     99%      Default |
| 54%   79C    P2   268W / 400W |   6542MiB / 12288MiB |     97%      Default |
| 54%   80C    P2   267W / 400W |   2730MiB / 12288MiB |     99%      Default |
| 55%   79C    P2   273W / 400W |   6542MiB / 12288MiB |    100%      Default |
| 55%   81C    P2   271W / 400W |  11402MiB / 12288MiB |     99%      Default |
| 55%   81C    P2   265W / 400W |  11558MiB / 12288MiB |     99%      Default |
| 55%   80C    P2   267W / 400W |  11542MiB / 12288MiB |     93%      Default |
| 55%   81C    P2   268W / 400W |  10168MiB / 12288MiB |     94%      Default |
| 56%   80C    P2   273W / 400W |   6540MiB / 12288MiB |     96%      Default |
| 56%   80C    P2   265W / 400W |  11068MiB / 12288MiB |     99%      Default |
| 56%   80C    P2   272W / 400W |   2796MiB / 12288MiB |     99%      Default |
| 56%   81C    P2   273W / 400W |   6542MiB / 12288MiB |     98%      Default |
| 56%   81C    P2   271W / 400W |  10638MiB / 12288MiB |     99%      Default |
| 57%   80C    P2   272W / 400W |   6542MiB / 12288MiB |     98%      Default |
| 57%   79C    P2   272W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 57%   80C    P2   273W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 57%   80C    P2   269W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   271W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   282W / 400W |   4590MiB / 12288MiB |     99%      Default |
| 58%   81C    P2   266W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   81C    P2   277W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   79C    P2   266W / 400W |   6540MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   272W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   81C    P2   270W / 400W |   4104MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   268W / 400W |   6542MiB / 12288MiB |     96%      Default |
| 59%   79C    P2   276W / 400W |   6540MiB / 12288MiB |     97%      Default |
| 59%   82C    P2   268W / 400W |  11068MiB / 12288MiB |     99%      Default |
| 59%   79C    P2   264W / 400W |   6542MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   264W / 400W |   6542MiB / 12288MiB |     96%      Default |
| 59%   80C    P2   274W / 400W |  11542MiB / 12288MiB |     98%      Default |
| 59%   81C    P2   268W / 400W |  11558MiB / 12288MiB |     95%      Default |
| 59%   81C    P2   272W / 400W |  11012MiB / 12288MiB |     97%      Default |
| 60%   80C    P2   278W / 400W |   5240MiB / 12288MiB |     95%      Default |
| 60%   80C    P2   264W / 400W |   7048MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   276W / 400W |   5240MiB / 12288MiB |     99%      Default |
| 60%   81C    P2   266W / 400W |  10808MiB / 12288MiB |     99%      Default |
| 60%   79C    P2   270W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   274W / 400W |   6542MiB / 12288MiB |    100%      Default |
| 60%   79C    P2   271W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 60%   79C    P2   273W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   266W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 61%   80C    P2   270W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 61%   80C    P2   271W / 400W |   6542MiB / 12288MiB |     97%      Default |
| 60%   80C    P2   273W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 61%   80C    P2   270W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 61%   80C    P2   272W / 400W |   5240MiB / 12288MiB |     99%      Default |
| 61%   81C    P2   270W / 400W |  10510MiB / 12288MiB |     98%      Default |
| 61%   80C    P2   265W / 400W |   6542MiB / 12288MiB |     94%      Default |
| 59%   80C    P2   272W / 400W |   5240MiB / 12288MiB |     97%      Default |
| 61%   81C    P2   268W / 400W |   9204MiB / 12288MiB |     99%      Default |
| 61%   79C    P2   264W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 60%   81C    P2   266W / 400W |  11186MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   270W / 400W |   2774MiB / 12288MiB |     99%      Default |
| 61%   79C    P2   266W / 400W |   6540MiB / 12288MiB |     95%      Default |
| 60%   80C    P2   267W / 400W |   6542MiB / 12288MiB |     98%      Default |
| 62%   81C    P2   269W / 400W |   6542MiB / 12288MiB |     94%      Default |
| 59%   80C    P2   264W / 400W |   6542MiB / 12288MiB |     97%      Default |
| 62%   81C    P2   269W / 400W |  11140MiB / 12288MiB |     97%      Default |
| 58%   79C    P2   270W / 400W |   2796MiB / 12288MiB |    100%      Default |
| 58%   80C    P2   264W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   276W / 400W |   6542MiB / 12288MiB |     97%      Default |
| 58%   81C    P2   266W / 400W |  10600MiB / 12288MiB |     99%      Default |
| 59%   82C    P2   278W / 400W |   9502MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   276W / 400W |  10348MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   270W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   271W / 400W |   6542MiB / 12288MiB |     99%      Default |
| 59%   79C    P2   268W / 400W |   2728MiB / 12288MiB |     99%      Default |
| 59%   77C    P2   184W / 400W |   2728MiB / 12288MiB |      7%      Default |
| 59%   76C    P2   185W / 400W |   2734MiB / 12288MiB |     17%      Default |
| 59%   76C    P2   163W / 400W |   2734MiB / 12288MiB |     40%      Default |
| 60%   75C    P2   161W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 60%   75C    P2   160W / 400W |   2734MiB / 12288MiB |     21%      Default |
| 60%   75C    P2   159W / 400W |   2734MiB / 12288MiB |      0%      Default |
| 60%   75C    P2   162W / 400W |   2734MiB / 12288MiB |     24%      Default |
| 62%   74C    P2   159W / 400W |   2734MiB / 12288MiB |     37%      Default |
| 62%   74C    P2   159W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 62%   74C    P2   158W / 400W |   2734MiB / 12288MiB |     17%      Default |
| 62%   74C    P2   160W / 400W |   2734MiB / 12288MiB |      4%      Default |
| 62%   74C    P2   160W / 400W |   2734MiB / 12288MiB |     35%      Default |
| 62%   74C    P2   158W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 62%   73C    P2   157W / 400W |   2734MiB / 12288MiB |     26%      Default |
| 62%   74C    P2   157W / 400W |   2734MiB / 12288MiB |      6%      Default |
| 62%   73C    P2   159W / 400W |   2734MiB / 12288MiB |     23%      Default |
| 62%   73C    P2   156W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 62%   73C    P2   156W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 62%   72C    P2   155W / 400W |   2734MiB / 12288MiB |     20%      Default |
| 62%   73C    P2   157W / 400W |   2734MiB / 12288MiB |      0%      Default |
| 61%   72C    P2   155W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 59%   72C    P2   155W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 59%   72C    P2   154W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 59%   73C    P2   154W / 400W |   2734MiB / 12288MiB |      8%      Default |
| 59%   72C    P2   157W / 400W |   2734MiB / 12288MiB |     23%      Default |
| 59%   72C    P2   155W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 59%   72C    P2   154W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 59%   71C    P2   153W / 400W |   2734MiB / 12288MiB |     18%      Default |
| 59%   72C    P2   155W / 400W |   2734MiB / 12288MiB |      1%      Default |
| 59%   72C    P2   154W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 58%   71C    P2   153W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 58%   71C    P2   153W / 400W |   2734MiB / 12288MiB |     26%      Default |
| 58%   72C    P2   152W / 400W |   2734MiB / 12288MiB |     10%      Default |
| 58%   71C    P2   155W / 400W |   2734MiB / 12288MiB |     31%      Default |
| 58%   71C    P2   153W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 58%   71C    P2   153W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 58%   71C    P2   152W / 400W |   2734MiB / 12288MiB |     20%      Default |
| 58%   71C    P2   155W / 400W |   2734MiB / 12288MiB |     38%      Default |
| 58%   71C    P2   152W / 400W |   2734MiB / 12288MiB |     25%      Default |
| 58%   71C    P2   152W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 61%   70C    P2   151W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 61%   71C    P2   154W / 400W |   2734MiB / 12288MiB |     36%      Default |
| 60%   71C    P2   152W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 60%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 59%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     25%      Default |
| 58%   70C    P2   153W / 400W |   2734MiB / 12288MiB |      4%      Default |
| 56%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 56%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 55%   70C    P2   149W / 400W |   2734MiB / 12288MiB |     20%      Default |
| 54%   70C    P2   152W / 400W |   2734MiB / 12288MiB |     14%      Default |
| 53%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 53%   70C    P2   152W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   71C    P2   153W / 400W |   2734MiB / 12288MiB |      9%      Default |
| 52%   70C    P2   153W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 52%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   70C    P2   149W / 400W |   2734MiB / 12288MiB |     25%      Default |
| 52%   70C    P2   151W / 400W |   2734MiB / 12288MiB |      4%      Default |
| 52%   70C    P2   152W / 400W |   2734MiB / 12288MiB |     37%      Default |
| 52%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   70C    P2   149W / 400W |   2734MiB / 12288MiB |     11%      Default |
| 52%   70C    P2   152W / 400W |   2734MiB / 12288MiB |     33%      Default |
| 52%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   70C    P2   149W / 400W |   2734MiB / 12288MiB |     13%      Default |
| 52%   70C    P2   152W / 400W |   2734MiB / 12288MiB |     31%      Default |
| 52%   70C    P2   148W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   70C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   70C    P2   149W / 400W |   2734MiB / 12288MiB |     26%      Default |
| 52%   70C    P2   150W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 51%   70C    P2   146W / 400W |   2734MiB / 12288MiB |     19%      Default |
| 51%   69C    P2   150W / 400W |   2734MiB / 12288MiB |     31%      Default |
| 51%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     25%      Default |
| 51%   69C    P2   149W / 400W |   2734MiB / 12288MiB |     17%      Default |
| 51%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 51%   69C    P2   149W / 400W |   2734MiB / 12288MiB |      8%      Default |
| 51%   69C    P2   149W / 400W |   2734MiB / 12288MiB |     38%      Default |
| 51%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 51%   70C    P2   146W / 400W |   2734MiB / 12288MiB |      5%      Default |
| 51%   69C    P2   150W / 400W |   2734MiB / 12288MiB |     41%      Default |
| 51%   69C    P2   155W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 51%   69C    P2   153W / 400W |   2734MiB / 12288MiB |      5%      Default |
| 51%   69C    P2   157W / 400W |   2734MiB / 12288MiB |     40%      Default |
| 50%   69C    P2   158W / 400W |   2734MiB / 12288MiB |     27%      Default |
| 50%   69C    P2   155W / 400W |   2734MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   150W / 400W |   2734MiB / 12288MiB |     38%      Default |
| 50%   69C    P2   147W / 400W |   2734MiB / 12288MiB |     28%      Default |
